window_idx,start_pos,baseline_setup_s,c2_rips_s,c2_w2_s,c2_total_s,network_rips_s,network_w2_s,network_total_s,physical_rips_s,physical_w2_s,physical_total_s,total_s
215,10750,64.61438495799999,0.0015498749999949268,0.006981416999991552,0.008531291999986479,0.0003438330000165024,0.006951250000014397,0.0072950830000309,0.00031079199999339835,0.006279167000002417,0.006589958999995815,0.022416334000013194
223,11150,64.61438495799999,0.00032770900000400616,0.007355082999993101,0.007682791999997107,0.002118708000011793,0.0085357080000108,0.010654416000022593,0.0001620840000100543,0.004891542000024174,0.005053626000034228,0.02339083400005393
225,11250,64.61438495799999,0.00020662500000412365,0.00974949999999808,0.009956125000002203,0.0018152080000106707,0.00820779200000743,0.0100230000000181,0.00025175000001809167,0.005717416999999614,0.0059691670000177055,0.02594829200003801
240,12000,64.61438495799999,0.0001774579999960224,0.006080291999978726,0.006257749999974749,0.001612292000004345,0.006993708000010201,0.008606000000014546,0.00022437500001615263,0.006047792000003938,0.00627216700002009,0.021135917000009385
256,12800,64.61438495799999,0.0002558749999934662,0.007557291000011901,0.007813166000005367,0.0019679159999839158,0.005182665999996061,0.007150581999979977,0.00036220799998432085,0.006485582999999906,0.006847790999984227,0.02181153899996957
267,13350,64.61438495799999,0.00018137500001103035,0.007566790999987916,0.007748165999998946,0.005935916999987967,0.007692832999993016,0.013628749999980982,0.0002222910000000411,0.009611790999997538,0.00983408199999758,0.031210997999977508
279,13950,64.61438495799999,0.0001684169999975893,0.006971875000004957,0.007140292000002546,0.0014259159999880922,0.00723587499999212,0.008661790999980212,0.0006357079999759208,0.007091416999998046,0.007727124999973967,0.023529207999956725
281,14050,64.61438495799999,0.0001657079999972666,0.006830458999985467,0.006996166999982734,0.0020548749999989013,0.008646208000016031,0.010701083000014933,0.0003201250000017808,0.0058747089999826585,0.006194833999984439,0.023892083999982106
286,14300,64.61438495799999,0.002467291000016303,0.0049876250000124855,0.007454916000028788,0.004782333999997945,0.007651750000007951,0.012434084000005896,0.0028080830000192236,0.007060916999989786,0.00986900000000901,0.029758000000043694
292,14600,64.61438495799999,0.00759616699997423,0.006551083000005065,0.014147249999979294,0.0015838749999943502,0.010733999999985144,0.012317874999979495,0.004350041999998666,0.006558124999997972,0.010908166999996638,0.03737329199995543
310,15500,64.61438495799999,0.012352249999992182,0.0070772090000161825,0.019429459000008364,0.0005339160000232823,0.006989624999988564,0.007523541000011846,0.004846250000014152,0.006027125000002798,0.01087337500001695,0.03782637500003716
317,15850,64.61438495799999,0.00019070799999099108,0.005612416999980496,0.005803124999971487,0.0029166249999832417,0.007207624999978179,0.010124249999961421,0.00020595799998091024,0.005178291999982321,0.005384249999963231,0.02131162499989614
332,16600,64.61438495799999,0.0007443749999822558,0.0074893750000057935,0.00823374999998805,0.003978541999998697,0.009164583000000448,0.013143124999999145,0.0010519580000050155,0.007641750000004777,0.008693708000009792,0.030070582999996986
340,17000,64.61438495799999,0.0002991670000085378,0.006242374999999356,0.006541542000007894,0.0011458749999917472,0.007132124999998268,0.008277999999990016,0.00017025000002490742,0.005550292000009449,0.0057205420000343565,0.020540084000032266
